,Mut_num,#,Profiled Samples,Freq,Is Cancer Gene (source: OncoKB)
SNAP91,14,13,500,0.03,No
SMC4,15,13,500,0.03,No
TRDN,14,13,500,0.03,No
ABCA9,16,13,500,0.03,No
IQGAP2,13,13,500,0.03,No
SPINK5,14,13,500,0.03,No
LILRB4,14,13,500,0.03,No
CNTRL,14,13,500,0.03,Yes
BAZ2A,14,13,500,0.03,No
CNKSR2,15,13,500,0.03,No
CEP164,13,13,500,0.03,No
MAPKBP1,13,13,500,0.03,No
SNRNP200,13,13,500,0.03,No
MAST3,14,13,500,0.03,No
SETX,13,13,500,0.03,No
SIPA1L3,16,13,500,0.03,No
ATG2A,20,13,500,0.03,No
MAPK8IP3,16,13,500,0.03,No
VPS13A,16,13,500,0.03,No
KAT6B,13,13,500,0.03,Yes
FLRT2,13,13,500,0.03,No
KIAA1549L,14,13,500,0.03,No
ADGRA2,14,13,500,0.03,Yes
SLITRK5,16,13,500,0.03,No
CPSF1,17,13,500,0.03,No
COL5A3,20,13,500,0.03,No
IRX4,13,13,500,0.03,No
RAPGEF6,15,13,500,0.03,No
RSF1,14,13,500,0.03,No
ADAMTSL4,14,13,500,0.03,No
VPS13D,15,13,500,0.03,No
FBXW7,13,13,500,0.03,Yes
CDC42BPG,17,13,500,0.03,No
ZNF407,13,13,500,0.03,No
OGDHL,14,13,500,0.03,No
HR,14,13,500,0.03,No
PCDHGA1,13,13,500,0.03,No
PCDHB2,15,13,500,0.03,No
PCDHAC1,13,13,500,0.03,No
PCDHA12,13,13,500,0.03,No
FSTL5,15,13,500,0.03,No
UGGT1,13,13,500,0.03,No
KIF15,15,13,500,0.03,No
ZNFX1,13,13,500,0.03,No
PLEKHG1,13,13,500,0.03,No
LRFN2,13,13,500,0.03,No
TSHZ3,15,13,500,0.03,No
DPP10,14,13,500,0.03,No
USP28,14,13,500,0.03,No
PRX,13,13,500,0.03,No
DLGAP3,14,13,500,0.03,No
HIVEP3,15,13,500,0.03,No
PRDM15,14,13,500,0.03,No
CDH22,13,13,500,0.03,No
NBEAL1,15,13,500,0.03,No
WNK4,15,13,500,0.03,No
SPAG16,14,13,500,0.03,No
TRPM3,14,13,500,0.03,No
ITIH5,15,13,500,0.03,No
COL18A1,16,13,500,0.03,No
DOCK8,14,13,500,0.03,No
SPATA16,13,13,500,0.03,No
TNRC18,16,13,500,0.03,No
DOCK7,14,13,500,0.03,No
UBXN11,13,13,500,0.03,No
SLC22A9,14,13,500,0.03,No
WDR64,13,13,500,0.03,No
IQGAP3,15,13,500,0.03,No
PLEKHH2,13,13,500,0.03,No
PLEKHA7,13,13,500,0.03,No
FGD5,17,13,500,0.03,No
AMOT,13,13,500,0.03,No
MDGA2,14,13,500,0.03,No
XIRP1,17,13,500,0.03,No
PRICKLE2,13,13,500,0.03,No
ADAMTS18,17,13,500,0.03,No
SYNPO2,13,13,500,0.03,No
PLD5,13,13,500,0.03,No
TDRD6,13,13,500,0.03,No
BOD1L1,13,13,500,0.03,No
KANSL1,15,13,500,0.03,No
NWD1,16,13,500,0.03,No
EPHA6,15,13,500,0.03,No
NLRP9,14,13,500,0.03,No
HCN1,17,13,500,0.03,No
CCDC178,13,13,500,0.03,No
TOPAZ1,14,13,500,0.03,No
KRTAP5-5,13,13,500,0.03,No
IQSEC3,13,13,500,0.03,No
FAM47C,15,13,500,0.03,No
CCDC175,14,13,500,0.03,No
ZNF717,13,13,500,0.03,No
CCDC180,13,13,500,0.03,No
ZNF865,14,13,500,0.03,No
ADCY5,13,12,500,0.02,No
AEBP1,13,12,500,0.02,No
ANPEP,12,12,500,0.02,No
ARHGAP5,14,12,500,0.02,No
ATP1A3,15,12,500,0.02,No
ATP12A,13,12,500,0.02,No
C3,15,12,500,0.02,No
CACNB2,13,12,500,0.02,No
CAD,14,12,500,0.02,Yes
CALCR,12,12,500,0.02,No
CASR,15,12,500,0.02,No
CBLB,12,12,500,0.02,Yes
CDH18,15,12,500,0.02,No
CFTR,15,12,500,0.02,No
CHRM2,13,12,500,0.02,No
CHRM3,12,12,500,0.02,No
COL4A5,13,12,500,0.02,No
COL4A6,17,12,500,0.02,No
COL17A1,13,12,500,0.02,No
CTNNB1,13,12,500,0.02,Yes
BRINP1,14,12,500,0.02,No
EPHA2,13,12,500,0.02,No
EPHB3,12,12,500,0.02,No
ERCC5,13,12,500,0.02,Yes
FASN,14,12,500,0.02,No
FGA,14,12,500,0.02,No
FGFR4,14,12,500,0.02,Yes
FLNB,13,12,500,0.02,No
GFRA1,12,12,500,0.02,No
GOLGA3,12,12,500,0.02,No
GRIA2,16,12,500,0.02,No
ARHGAP35,17,12,500,0.02,Yes
GRM3,15,12,500,0.02,Yes
MSH6,17,12,500,0.02,Yes
GTF3C1,16,12,500,0.02,No
NCKAP1L,14,12,500,0.02,No
IL16,14,12,500,0.02,No
JARID2,13,12,500,0.02,Yes
KCNMA1,13,12,500,0.02,No
KCNQ3,12,12,500,0.02,No
KDR,16,12,500,0.02,Yes
KEL,12,12,500,0.02,Yes
AFF3,12,12,500,0.02,Yes
LRP4,16,12,500,0.02,No
LTBP1,13,12,500,0.02,No
LY75,12,12,500,0.02,No
MCC,12,12,500,0.02,No
MEOX2,12,12,500,0.02,No
TRPM1,15,12,500,0.02,No
MYBPC2,14,12,500,0.02,No
NELL1,12,12,500,0.02,No
NEK1,12,12,500,0.02,No
NOVA2,13,12,500,0.02,No
PCSK5,13,12,500,0.02,No
PER1,12,12,500,0.02,Yes
PIGR,12,12,500,0.02,No
PIK3C2G,12,12,500,0.02,Yes
PLD2,12,12,500,0.02,No
PLXNB3,14,12,500,0.02,No
PRB4,12,12,500,0.02,No
TMPRSS15,13,12,500,0.02,No
PSD,12,12,500,0.02,No
RBL1,12,12,500,0.02,No
TAF1,13,12,500,0.02,Yes
TBX2,14,12,500,0.02,No
TCF4,12,12,500,0.02,No
ZEB1,13,12,500,0.02,No
TEK,13,12,500,0.02,Yes
TPO,17,12,500,0.02,No
TRPC6,13,12,500,0.02,No
ZNF236,14,12,500,0.02,No
SPOP,12,12,500,0.02,Yes
ITGA8,12,12,500,0.02,No
AP3B1,12,12,500,0.02,No
CADPS,13,12,500,0.02,No
ADAM19,12,12,500,0.02,No
MCM3AP,13,12,500,0.02,No
PRPF3,12,12,500,0.02,No
ARHGEF2,13,12,500,0.02,No
DLG5,15,12,500,0.02,No
ZNF235,14,12,500,0.02,No
CD163,15,12,500,0.02,No
ARHGAP29,13,12,500,0.02,No
MED23,14,12,500,0.02,No
DEPDC5,13,12,500,0.02,No
PCDHGA8,12,12,500,0.02,No
HDAC9,15,12,500,0.02,No
KNTC1,15,12,500,0.02,No
STARD8,14,12,500,0.02,No
PIEZO1,12,12,500,0.02,No
ZEB2,13,12,500,0.02,No
DLEC1,13,12,500,0.02,No
NUP153,12,12,500,0.02,No
HCN4,12,12,500,0.02,No
SH2D3C,12,12,500,0.02,No
ABCA7,16,12,500,0.02,No
COG5,13,12,500,0.02,No
PDE10A,15,12,500,0.02,No
IL1RAPL1,13,12,500,0.02,No
ADAMTS6,13,12,500,0.02,No
AKAP13,16,12,500,0.02,No
CEP162,13,12,500,0.02,No
ADGRL1,14,12,500,0.02,No
PPP6R1,12,12,500,0.02,No
SORCS3,14,12,500,0.02,No
UHRF1BP1L,13,12,500,0.02,No
TNRC6B,13,12,500,0.02,No
ATP10B,12,12,500,0.02,No
GPATCH8,14,12,500,0.02,No
PACS2,14,12,500,0.02,No
DMXL2,12,12,500,0.02,No
DNAJC13,13,12,500,0.02,No
PHF3,12,12,500,0.02,No
SCRIB,15,12,500,0.02,No
PSD4,12,12,500,0.02,No
ZNF521,14,12,500,0.02,Yes
PTPN23,12,12,500,0.02,No
C20ORF194,12,12,500,0.02,No
VIRMA,12,12,500,0.02,No
IBTK,13,12,500,0.02,No
SIPA1L1,13,12,500,0.02,No
GIGYF2,12,12,500,0.02,No
MYOF,16,12,500,0.02,No
FILIP1,13,12,500,0.02,No
TNRC6A,14,12,500,0.02,No
PDZRN4,17,12,500,0.02,No
IL21R,12,12,500,0.02,Yes
IMPG2,12,12,500,0.02,No
PCDH12,13,12,500,0.02,No
KDM3B,14,12,500,0.02,No
MOV10L1,12,12,500,0.02,No
XRN1,13,12,500,0.02,No
PCDH18,12,12,500,0.02,No
TET2,13,12,500,0.02,Yes
CDHR2,14,12,500,0.02,No
PHIP,13,12,500,0.02,No
BDP1,16,12,500,0.02,No
PCDHGB1,12,12,500,0.02,No
PCDHGA3,13,12,500,0.02,No
PCDHB8,12,12,500,0.02,No
PCDHB6,12,12,500,0.02,No
PCDHA13,16,12,500,0.02,No
RNF17,12,12,500,0.02,No
KNL1,12,12,500,0.02,Yes
SLC17A6,12,12,500,0.02,No
TRPC7,12,12,500,0.02,No
RALGAPB,13,12,500,0.02,No
ATP8B2,12,12,500,0.02,No
REXO1,16,12,500,0.02,No
SLC12A5,14,12,500,0.02,No
NWD2,12,12,500,0.02,No
ZNF608,14,12,500,0.02,No
MTUS1,13,12,500,0.02,No
GPR158,13,12,500,0.02,No
DISP3,13,12,500,0.02,No
JCAD,13,12,500,0.02,No
LRRC4C,12,12,500,0.02,No
MAGEE1,14,12,500,0.02,No
KIAA1614,14,12,500,0.02,No
BCAN,16,12,500,0.02,No
ELMO2,13,12,500,0.02,No
ROBO3,13,12,500,0.02,No
ARAP3,13,12,500,0.02,No
BCL11B,12,12,500,0.02,Yes
WNK3,15,12,500,0.02,No
ZSCAN18,15,12,500,0.02,No
IRX1,13,12,500,0.02,No
MCTP1,13,12,500,0.02,No
CPED1,12,12,500,0.02,No
CHD9,14,12,500,0.02,No
TRAF3IP3,13,12,500,0.02,No
ARHGAP39,12,12,500,0.02,No
TMPRSS13,12,12,500,0.02,No
C3ORF20,12,12,500,0.02,No
ZIC4,14,12,500,0.02,No
JPH4,13,12,500,0.02,No
MYPN,13,12,500,0.02,No
COL27A1,13,12,500,0.02,No
UMODL1,12,12,500,0.02,No
SEC16B,14,12,500,0.02,No
LRRC4B,15,12,500,0.02,No
SLITRK1,13,12,500,0.02,No
NLRP13,13,12,500,0.02,No
NLRP8,13,12,500,0.02,No
NLRP5,15,12,500,0.02,No
EVC2,12,12,500,0.02,No
UNC5D,12,12,500,0.02,No
SOGA1,12,12,500,0.02,No
LRFN5,12,12,500,0.02,No
TTBK2,12,12,500,0.02,No
ANKRD35,14,12,500,0.02,No
CNTN4,13,12,500,0.02,No
SLC5A8,14,12,500,0.02,No
ADAMTS19,12,12,500,0.02,No
VWA3B,13,12,500,0.02,No
PIKFYVE,13,12,500,0.02,No
ITPRID1,15,12,500,0.02,No
CFAP65,13,12,500,0.02,No
WDR72,12,12,500,0.02,No
CCDC150,13,12,500,0.02,No
ZNF454,14,12,500,0.02,No
POM121L12,12,12,500,0.02,No
TRIM42,12,12,500,0.02,No
LRRC66,14,12,500,0.02,No
COL28A1,12,12,500,0.02,No
TMC3,12,12,500,0.02,No
NCKAP5,12,12,500,0.02,No
ZBTB41,14,12,500,0.02,No
MROH7,14,12,500,0.02,No
PEAR1,12,12,500,0.02,No
AGRN,19,12,500,0.02,No
KRTAP10-6,14,12,500,0.02,No
RTL1,17,12,500,0.02,No
OR4D10,12,12,500,0.02,No
CCDC88C,12,12,500,0.02,No
SKOR2,14,12,500,0.02,No
ABCA3,15,11,500,0.02,No
APCS,11,11,500,0.02,No
ABCC6,11,11,500,0.02,No
ARHGAP6,16,11,500,0.02,No
ATP1A4,15,11,500,0.02,No
ATP2B3,14,11,500,0.02,Yes
BCL9,13,11,500,0.02,Yes
BRCA1,13,11,500,0.02,Yes
C7,13,11,500,0.02,No
DDR1,11,11,500,0.02,Yes
NCAN,12,11,500,0.02,No
CYP2A6,11,11,500,0.02,No
DACH1,11,11,500,0.02,No
DPP6,17,11,500,0.02,No
EGF,11,11,500,0.02,No
ELN,13,11,500,0.02,Yes
EPHA8,11,11,500,0.02,No
ERBB3,12,11,500,0.02,Yes
EVC,12,11,500,0.02,No
F13A1,14,11,500,0.02,No
FBLN2,12,11,500,0.02,No
FOXD2,12,11,500,0.02,No
FLT1,13,11,500,0.02,Yes
GABRA1,13,11,500,0.02,No
GUCY2D,11,11,500,0.02,No
HGFAC,11,11,500,0.02,No
NRG1,11,11,500,0.02,Yes
HNF4G,11,11,500,0.02,No
IGSF1,11,11,500,0.02,No
ITGB3,11,11,500,0.02,No
ITPR2,12,11,500,0.02,No
IVL,12,11,500,0.02,No
KIT,15,11,500,0.02,Yes
LAMA4,12,11,500,0.02,No
LAMC1,11,11,500,0.02,No
LPA,13,11,500,0.02,No
LPO,11,11,500,0.02,No
MAP3K1,13,11,500,0.02,Yes
MEN1,14,11,500,0.02,Yes
MMP16,11,11,500,0.02,No
MN1,13,11,500,0.02,Yes
MYBPC3,12,11,500,0.02,No
MYH3,11,11,500,0.02,No
NELL2,11,11,500,0.02,No
NFATC2,13,11,500,0.02,Yes
NOS2,11,11,500,0.02,No
DDR2,11,11,500,0.02,Yes
OPCML,11,11,500,0.02,No
CNTN3,11,11,500,0.02,No
PCDH1,12,11,500,0.02,No
PDE3B,11,11,500,0.02,No
PDGFRB,11,11,500,0.02,Yes
ENPP2,11,11,500,0.02,No
ABCB4,12,11,500,0.02,No
PIK3C2B,12,11,500,0.02,Yes
PKP2,12,11,500,0.02,No
PLCG1,11,11,500,0.02,Yes
PLXNA2,11,11,500,0.02,No
PLXNB1,13,11,500,0.02,No
POLD1,13,11,500,0.02,Yes
PTPRO,12,11,500,0.02,Yes
KDM5A,12,11,500,0.02,Yes
RRBP1,13,11,500,0.02,No
SCN7A,14,11,500,0.02,No
SCN8A,11,11,500,0.02,No
SFSWAP,11,11,500,0.02,No
SLC6A13,14,11,500,0.02,No
TBX5,11,11,500,0.02,No
TRPC3,13,11,500,0.02,No
UMOD,11,11,500,0.02,No
WRN,12,11,500,0.02,Yes
ZIC1,12,11,500,0.02,No
MKRN3,12,11,500,0.02,No
SYN3,11,11,500,0.02,No
UNC5C,11,11,500,0.02,No
EIF3A,14,11,500,0.02,No
KSR1,12,11,500,0.02,No
TSC22D1,11,11,500,0.02,No
PER3,12,11,500,0.02,No
TRPA1,14,11,500,0.02,No
OSMR,12,11,500,0.02,No
TAOK2,12,11,500,0.02,No
PPIG,11,11,500,0.02,No
ROCK2,11,11,500,0.02,No
ADAMTS3,12,11,500,0.02,No
CDC42BPB,12,11,500,0.02,No
AATK,11,11,500,0.02,No
ZNF516,14,11,500,0.02,No
MARF1,11,11,500,0.02,No
URB2,11,11,500,0.02,No
TECPR2,11,11,500,0.02,No
DOP1B,12,11,500,0.02,No
ENAM,11,11,500,0.02,No
PLXNC1,13,11,500,0.02,No
MPHOSPH9,13,11,500,0.02,No
PRG4,14,11,500,0.02,No
APC2,12,11,500,0.02,No
SYCP2,13,11,500,0.02,No
MERTK,12,11,500,0.02,Yes
POSTN,12,11,500,0.02,No
CORIN,12,11,500,0.02,No
NRG3,13,11,500,0.02,No
KDM5B,12,11,500,0.02,No
EHMT2,11,11,500,0.02,No
FILIP1L,13,11,500,0.02,No
NID2,11,11,500,0.02,No
LAMB4,11,11,500,0.02,No
R3HDM2,11,11,500,0.02,No
ZBTB1,11,11,500,0.02,No
SBNO2,12,11,500,0.02,No
MAST1,12,11,500,0.02,No
MYH15,12,11,500,0.02,No
IGSF9B,11,11,500,0.02,No
TNIK,11,11,500,0.02,No
ZSWIM8,12,11,500,0.02,No
NFASC,11,11,500,0.02,No
CIC,11,11,500,0.02,Yes
NUP210,12,11,500,0.02,No
PLCL2,13,11,500,0.02,No
KAZN,12,11,500,0.02,No
TBC1D30,11,11,500,0.02,No
VPS8,11,11,500,0.02,No
USP24,11,11,500,0.02,No
SIK3,12,11,500,0.02,No
DICER1,13,11,500,0.02,Yes
ABCA6,13,11,500,0.02,No
RIMBP2,15,11,500,0.02,No
ZNF318,11,11,500,0.02,No
ERC2,11,11,500,0.02,No
PCDHB5,12,11,500,0.02,No
CYFIP2,12,11,500,0.02,No
DENND2A,13,11,500,0.02,No
CNTN6,11,11,500,0.02,No
ZNF638,14,11,500,0.02,No
ASTE1,11,11,500,0.02,No
ATAD2,12,11,500,0.02,No
FHOD1,11,11,500,0.02,No
TLR8,11,11,500,0.02,No
SEMA5B,14,11,500,0.02,No
HEATR5B,12,11,500,0.02,No
ROBO4,14,11,500,0.02,No
SDK2,14,11,500,0.02,No
PBRM1,11,11,500,0.02,Yes
PLXNA3,14,11,500,0.02,No
NBPF1,11,11,500,0.02,No
RADIL,12,11,500,0.02,No
ATF7IP,11,11,500,0.02,No
WWC3,11,11,500,0.02,No
KMT2E,11,11,500,0.02,No
APOBR,11,11,500,0.02,No
PCDHGB2,13,11,500,0.02,No
PCDHGA11,11,11,500,0.02,No
PCDHGA7,12,11,500,0.02,No
CASS4,12,11,500,0.02,No
JPH2,12,11,500,0.02,No
CASKIN2,11,11,500,0.02,No
SRGAP1,12,11,500,0.02,No
IGSF9,13,11,500,0.02,No
DOCK6,11,11,500,0.02,No
USP36,12,11,500,0.02,No
VPS18,13,11,500,0.02,No
KIAA1522,14,11,500,0.02,No
DENND1A,11,11,500,0.02,No
EPG5,12,11,500,0.02,No
BRINP2,13,11,500,0.02,No
ZNF667,11,11,500,0.02,No
CLSTN2,14,11,500,0.02,No
ZNF106,11,11,500,0.02,No
TNS3,14,11,500,0.02,No
RFX7,11,11,500,0.02,No
INTS3,11,11,500,0.02,No
ARMC5,11,11,500,0.02,No
CSPP1,11,11,500,0.02,No
ATP8B4,15,11,500,0.02,No
SEMA6D,12,11,500,0.02,No
ZNF606,11,11,500,0.02,No
FHOD3,12,11,500,0.02,No
TET1,12,11,500,0.02,Yes
USP26,12,11,500,0.02,No
TTLL2,12,11,500,0.02,No
NLRC5,12,11,500,0.02,No
LCOR,13,11,500,0.02,No
NEURL4,11,11,500,0.02,No
SRRM4,11,11,500,0.02,No
MCHR2,11,11,500,0.02,No
ST6GAL2,11,11,500,0.02,No
DISP1,11,11,500,0.02,No
KIAA1755,12,11,500,0.02,No
CFAP74,14,11,500,0.02,No
NAV1,11,11,500,0.02,No
VWA5B2,12,11,500,0.02,No
CCNQ,13,11,500,0.02,Yes
DUSP27,14,11,500,0.02,No
SPECC1,12,11,500,0.02,No
MYOCD,14,11,500,0.02,No
ARHGAP33,11,11,500,0.02,No
WDR17,12,11,500,0.02,No
ARAP2,11,11,500,0.02,No
DACH2,12,11,500,0.02,No
OLFM3,11,11,500,0.02,No
BTBD11,11,11,500,0.02,No
ANO4,14,11,500,0.02,No
TMEM132E,12,11,500,0.02,No
CRYBG3,12,11,500,0.02,No
MYO3B,12,11,500,0.02,No
FBXO41,11,11,500,0.02,No
EFHB,12,11,500,0.02,No
WDR49,13,11,500,0.02,No
FAM171B,11,11,500,0.02,No
FAM47B,12,11,500,0.02,No
ZFC3H1,13,11,500,0.02,No
OR5M3,11,11,500,0.02,No
ADGRF5,11,11,500,0.02,No
RFX6,11,11,500,0.02,No
NYAP1,12,11,500,0.02,No
PRR14L,11,11,500,0.02,No
COL24A1,12,11,500,0.02,No
JAKMIP3,11,11,500,0.02,No
RBM20,12,11,500,0.02,No
CCDC88B,13,11,500,0.02,No
KSR2,12,11,500,0.02,Yes
CEP170B,12,11,500,0.02,No
SLC9C2,14,11,500,0.02,No
CCDC141,11,11,500,0.02,No
KIAA0825,11,11,500,0.02,No
ATP11C,11,11,500,0.02,No
B4GALNT4,11,11,500,0.02,No
OVCH1,13,11,500,0.02,No
KIAA1211L,11,11,500,0.02,No
ANKRD30B,14,11,500,0.02,No
SPATC1,12,11,500,0.02,No
KCTD8,12,11,500,0.02,No
NUGGC,14,11,500,0.02,No
MAP3K15,11,11,500,0.02,No
OR5T3,13,11,500,0.02,No
MYO18A,11,11,500,0.02,Yes
RAD51AP2,11,11,500,0.02,No
ABCA4,10,10,500,0.02,No
ABL1,13,10,500,0.02,Yes
ACTN3,11,10,500,0.02,No
ADARB2,10,10,500,0.02,No
ADCY1,10,10,500,0.02,No
ABCD2,10,10,500,0.02,No
ALPP,12,10,500,0.02,No
ALPG,10,10,500,0.02,No
RERE,11,10,500,0.02,No
ATP7A,10,10,500,0.02,No
ZFP36L2,11,10,500,0.02,No
RUNX1T1,12,10,500,0.02,Yes
CD22,11,10,500,0.02,Yes
SIGLEC6,10,10,500,0.02,No
CDH6,11,10,500,0.02,No
CDH7,14,10,500,0.02,No
CDH11,12,10,500,0.02,Yes
CNGA2,12,10,500,0.02,No
COL6A1,10,10,500,0.02,No
COL6A2,10,10,500,0.02,No
COL19A1,14,10,500,0.02,No
DAB2,11,10,500,0.02,No
DAPK1,10,10,500,0.02,No
ACE,14,10,500,0.02,No
DLG2,12,10,500,0.02,No
DYNC1I1,11,10,500,0.02,No
DOCK1,12,10,500,0.02,No
DSG3,12,10,500,0.02,No
DTNA,11,10,500,0.02,No
EML1,10,10,500,0.02,No
EPHA7,13,10,500,0.02,Yes
ERBB2,14,10,500,0.02,Yes
ERF,11,10,500,0.02,Yes
ERV3-1,10,10,500,0.02,No
EYA1,11,10,500,0.02,No
FES,11,10,500,0.02,Yes
AFF2,12,10,500,0.02,No
ADAM2,11,10,500,0.02,No
GALNT2,10,10,500,0.02,No
GHR,12,10,500,0.02,No
HIVEP2,11,10,500,0.02,No
HTR1A,10,10,500,0.02,No
IFI16,12,10,500,0.02,No
IGF1R,10,10,500,0.02,Yes
ITGA4,12,10,500,0.02,No
ITGB4,15,10,500,0.02,No
ITPR3,12,10,500,0.02,No
JAG2,11,10,500,0.02,No
KCNA4,10,10,500,0.02,No
KCNA5,10,10,500,0.02,No
KCNA6,11,10,500,0.02,No
KCND2,10,10,500,0.02,No
KCNQ2,13,10,500,0.02,No
LMO7,10,10,500,0.02,No
LOR,10,10,500,0.02,No
LRP5,11,10,500,0.02,Yes
LTBP2,12,10,500,0.02,No
SMAD4,10,10,500,0.02,Yes
MIA2,10,10,500,0.02,No
MLLT6,10,10,500,0.02,Yes
NCAM2,12,10,500,0.02,No
OGDH,10,10,500,0.02,No
VIT,12,10,500,0.02,No
PLCG2,10,10,500,0.02,Yes
PPL,10,10,500,0.02,No
PTPRF,12,10,500,0.02,No
PTPRJ,11,10,500,0.02,No
RALGDS,10,10,500,0.02,Yes
RGS7,10,10,500,0.02,No
SALL2,11,10,500,0.02,No
SLC12A3,11,10,500,0.02,No
SMARCA1,10,10,500,0.02,Yes
SOX5,10,10,500,0.02,No
SREBF2,10,10,500,0.02,No
ITPRID2,10,10,500,0.02,No
TACR3,10,10,500,0.02,No
HNF1A,13,10,500,0.02,Yes
TCOF1,11,10,500,0.02,No
TERT,10,10,500,0.02,Yes
THBS3,10,10,500,0.02,No
TLL1,11,10,500,0.02,No
TLL2,10,10,500,0.02,Yes
TLR4,11,10,500,0.02,No
TOP2B,10,10,500,0.02,No
TTC3,12,10,500,0.02,No
UBA1,11,10,500,0.02,No
VAV1,11,10,500,0.02,Yes
VHL,10,10,500,0.02,Yes
NSD2,11,10,500,0.02,Yes
XDH,10,10,500,0.02,No
ELP1,10,10,500,0.02,No
AOC3,11,10,500,0.02,No
PTCH2,10,10,500,0.02,No
NCOA1,11,10,500,0.02,Yes
SYNJ2,10,10,500,0.02,No
RPS6KA4,12,10,500,0.02,Yes
BAZ1B,14,10,500,0.02,No
SPAG9,12,10,500,0.02,No
MYOM2,11,10,500,0.02,No
TJP2,10,10,500,0.02,No
ECEL1,10,10,500,0.02,No
MAP4K4,10,10,500,0.02,No
EIF2AK3,10,10,500,0.02,No
RASAL2,12,10,500,0.02,No
SLC4A8,11,10,500,0.02,No
STXBP5L,13,10,500,0.02,No
WSCD2,12,10,500,0.02,No
ECE2,10,10,500,0.02,No
SEMA3E,11,10,500,0.02,No
SETD1A,12,10,500,0.02,Yes
ARHGAP32,10,10,500,0.02,No
PCDHA9,10,10,500,0.02,No
TMEM94,11,10,500,0.02,No
RB1CC1,10,10,500,0.02,No
ARHGEF17,11,10,500,0.02,No
MED24,10,10,500,0.02,No
URB1,12,10,500,0.02,No
SMG7,15,10,500,0.02,No
SV2B,10,10,500,0.02,No
DENND4B,10,10,500,0.02,No
ARHGAP25,11,10,500,0.02,No
ABCC4,11,10,500,0.02,No
PKDREJ,11,10,500,0.02,No
IPO8,11,10,500,0.02,No
PITRM1,10,10,500,0.02,No
STAG2,11,10,500,0.02,Yes
RAI1,12,10,500,0.02,No
ARPP21,11,10,500,0.02,No
OR5I1,10,10,500,0.02,No
ADAM29,10,10,500,0.02,No
AKAP11,10,10,500,0.02,No
DLGAP4,10,10,500,0.02,No
ADNP2,10,10,500,0.02,No
NLRP1,12,10,500,0.02,No
CD93,10,10,500,0.02,No
NINL,11,10,500,0.02,No
PDZRN3,11,10,500,0.02,No
GSE1,11,10,500,0.02,No
PRRC2C,12,10,500,0.02,No
KIAA0556,11,10,500,0.02,No
IQCE,13,10,500,0.02,No
ATMIN,10,10,500,0.02,No
WSCD1,10,10,500,0.02,No
SRGAP2,10,10,500,0.02,No
SF3B1,11,10,500,0.02,Yes
SEZ6L,12,10,500,0.02,No
GSPT2,10,10,500,0.02,No
IL17RA,11,10,500,0.02,No
SLC24A2,12,10,500,0.02,No
TRIM58,11,10,500,0.02,No
MYRIP,12,10,500,0.02,No
C2CD3,10,10,500,0.02,No
ATRNL1,12,10,500,0.02,No
SEZ6L2,12,10,500,0.02,No
LATS2,11,10,500,0.02,Yes
OPLAH,11,10,500,0.02,No
KCNV1,10,10,500,0.02,No
GPR162,10,10,500,0.02,No
AHDC1,10,10,500,0.02,No
RBMXL2,12,10,500,0.02,No
UTP20,12,10,500,0.02,No
CARD10,10,10,500,0.02,No
MINK1,12,10,500,0.02,No
PHF20L1,12,10,500,0.02,No
COPZ2,17,10,500,0.02,No
TPCN1,10,10,500,0.02,No
SNTG2,12,10,500,0.02,No
ATAD2B,10,10,500,0.02,No
ANKIB1,10,10,500,0.02,No
APBB1IP,10,10,500,0.02,No
FAM193B,12,10,500,0.02,No
TRPM4,12,10,500,0.02,No
SAMD9,10,10,500,0.02,No
SYTL2,11,10,500,0.02,No
ULK4,11,10,500,0.02,No
CEP192,11,10,500,0.02,No
RESF1,11,10,500,0.02,No
FANCI,10,10,500,0.02,No
WDR33,10,10,500,0.02,No
GIMAP5,11,10,500,0.02,No
TTC27,10,10,500,0.02,No
POLR3B,10,10,500,0.02,No
ADCY10,10,10,500,0.02,No
MYO5C,10,10,500,0.02,No
PCDHB13,10,10,500,0.02,No
PCDHB7,14,10,500,0.02,No
PCDHA1,14,10,500,0.02,No
ATP13A1,11,10,500,0.02,No
ADAMTSL3,13,10,500,0.02,No
HEG1,12,10,500,0.02,No
CASKIN1,10,10,500,0.02,No
ALPK3,10,10,500,0.02,No
MICAL3,11,10,500,0.02,No
CEP126,10,10,500,0.02,No
FAM135A,10,10,500,0.02,No
PITPNM2,11,10,500,0.02,No
ISLR2,10,10,500,0.02,No
MYH7B,10,10,500,0.02,No
CHD8,11,10,500,0.02,No
TNRC6C,11,10,500,0.02,No
BCORL1,14,10,500,0.02,Yes
HEATR6,10,10,500,0.02,No
PRDM14,10,10,500,0.02,Yes
NOD2,10,10,500,0.02,No
CCDC136,10,10,500,0.02,No
EFCAB6,10,10,500,0.02,No
PCDH20,10,10,500,0.02,No
WNK1,11,10,500,0.02,No
CARD14,11,10,500,0.02,No
OR4K5,12,10,500,0.02,No
NOX5,10,10,500,0.02,No
NDNF,11,10,500,0.02,No
TUT7,10,10,500,0.02,No
VEPH1,10,10,500,0.02,No
LRRK1,12,10,500,0.02,No
TTLL7,10,10,500,0.02,No
ZNF668,12,10,500,0.02,No
HHIPL2,11,10,500,0.02,No
EHMT1,11,10,500,0.02,No
FRMD1,10,10,500,0.02,No
PHC3,10,10,500,0.02,No
